Trans. Date,Debits,Credits,Balance,Date,Day_of_week,Month,Month_name
2021-12-08,5000.0,0.0,82479.64,2021-12-08,Wednesday,12,Dec
2021-12-08,10.0,0.0,82469.64,2021-12-08,Wednesday,12,Dec
2021-12-08,0.75,0.0,82468.89,2021-12-08,Wednesday,12,Dec
2021-12-08,1500.0,0.0,80968.89,2021-12-08,Wednesday,12,Dec
2021-12-08,10.0,0.0,80958.89,2021-12-08,Wednesday,12,Dec
2021-12-08,0.75,0.0,80958.14,2021-12-08,Wednesday,12,Dec
2021-12-08,10000.0,0.0,70958.14,2021-12-08,Wednesday,12,Dec
2021-12-08,25.0,0.0,70933.14,2021-12-08,Wednesday,12,Dec
2021-12-08,1.87,0.0,70931.27,2021-12-08,Wednesday,12,Dec
2021-12-08,10000.0,0.0,60931.27,2021-12-08,Wednesday,12,Dec
2021-12-08,25.0,0.0,60906.27,2021-12-08,Wednesday,12,Dec
2021-12-08,1.87,0.0,60904.4,2021-12-08,Wednesday,12,Dec
2021-12-08,60000.0,0.0,904.4,2021-12-08,Wednesday,12,Dec
2021-12-08,50.0,0.0,854.4,2021-12-08,Wednesday,12,Dec
2021-12-08,3.75,0.0,850.65,2021-12-08,Wednesday,12,Dec
2021-12-08,200.0,0.0,650.65,2021-12-08,Wednesday,12,Dec
2021-12-08,0.0,10000.0,10650.65,2021-12-08,Wednesday,12,Dec
2021-12-08,100.0,0.0,10550.65,2021-12-08,Wednesday,12,Dec
2021-12-09,2000.0,0.0,8550.65,2021-12-09,Thursday,12,Dec
2021-12-09,10.0,0.0,8540.65,2021-12-09,Thursday,12,Dec
2021-12-09,0.75,0.0,8539.9,2021-12-09,Thursday,12,Dec
2021-12-09,4000.0,0.0,4539.9,2021-12-09,Thursday,12,Dec
2021-12-09,10.0,0.0,4529.9,2021-12-09,Thursday,12,Dec
2021-12-09,0.75,0.0,4529.15,2021-12-09,Thursday,12,Dec
2021-12-09,0.0,10000.0,14529.15,2021-12-09,Thursday,12,Dec
2021-12-09,10000.0,0.0,4529.15,2021-12-09,Thursday,12,Dec
2021-12-09,20.0,0.0,4509.15,2021-12-09,Thursday,12,Dec
2021-12-09,1.5,0.0,4507.65,2021-12-09,Thursday,12,Dec
2021-12-09,2000.0,0.0,2507.65,2021-12-09,Thursday,12,Dec
2021-12-09,10.0,0.0,2497.65,2021-12-09,Thursday,12,Dec
2021-12-09,0.75,0.0,2496.9,2021-12-09,Thursday,12,Dec
2021-12-09,500.0,0.0,1996.9,2021-12-09,Thursday,12,Dec
2021-12-09,50.0,0.0,1946.9,2021-12-09,Thursday,12,Dec
2021-12-10,0.0,20000.0,21946.9,2021-12-10,Friday,12,Dec
2021-12-10,0.0,20000.0,41946.9,2021-12-10,Friday,12,Dec
2021-12-10,0.0,20000.0,61946.9,2021-12-10,Friday,12,Dec
2021-12-10,0.0,20000.0,81946.9,2021-12-10,Friday,12,Dec
2021-12-10,2000.0,0.0,79946.9,2021-12-10,Friday,12,Dec
2021-12-10,10.0,0.0,79936.9,2021-12-10,Friday,12,Dec
2021-12-10,0.75,0.0,79936.15,2021-12-10,Friday,12,Dec
2021-12-10,70000.0,0.0,9936.15,2021-12-10,Friday,12,Dec
2021-12-10,50.0,0.0,9886.15,2021-12-10,Friday,12,Dec
2021-12-10,3.75,0.0,9882.4,2021-12-10,Friday,12,Dec
2021-12-10,1900.0,0.0,7982.4,2021-12-10,Friday,12,Dec
2021-12-10,2300.0,0.0,5682.4,2021-12-10,Friday,12,Dec
2021-12-10,10.0,0.0,5672.4,2021-12-10,Friday,12,Dec
2021-12-10,0.75,0.0,5671.65,2021-12-10,Friday,12,Dec
2021-12-10,2000.0,0.0,3671.65,2021-12-10,Friday,12,Dec
2021-12-10,10.0,0.0,3661.65,2021-12-10,Friday,12,Dec
2021-12-10,0.75,0.0,3660.9,2021-12-10,Friday,12,Dec
2021-12-10,500.0,0.0,3160.9,2021-12-10,Friday,12,Dec
2021-12-11,200.0,0.0,2960.9,2021-12-11,Saturday,12,Dec
2021-12-11,100.0,0.0,2860.9,2021-12-11,Saturday,12,Dec
2021-12-12,900.0,0.0,1960.9,2021-12-12,Sunday,12,Dec
2021-12-12,1600.0,0.0,360.9,2021-12-12,Sunday,12,Dec
2021-12-13,0.0,2300.0,2660.9,2021-12-13,Monday,12,Dec
2021-12-13,2000.0,0.0,660.9,2021-12-13,Monday,12,Dec
2021-12-13,200.0,0.0,460.9,2021-12-13,Monday,12,Dec
2021-12-16,0.0,117400.0,117860.9,2021-12-16,Thursday,12,Dec
2021-12-16,100000.0,0.0,17860.9,2021-12-16,Thursday,12,Dec
2021-12-16,50.0,0.0,17810.9,2021-12-16,Thursday,12,Dec
2021-12-16,3.75,0.0,17807.15,2021-12-16,Thursday,12,Dec
2021-12-16,15000.0,0.0,2807.15,2021-12-16,Thursday,12,Dec
2021-12-16,25.0,0.0,2782.15,2021-12-16,Thursday,12,Dec
2021-12-16,1.87,0.0,2780.28,2021-12-16,Thursday,12,Dec
2021-12-16,200.0,0.0,2580.28,2021-12-16,Thursday,12,Dec
2021-12-16,300.0,0.0,2280.28,2021-12-16,Thursday,12,Dec
2021-12-16,50.0,0.0,2230.28,2021-12-16,Thursday,12,Dec
2021-12-17,0.0,10000.0,12230.28,2021-12-17,Friday,12,Dec
2021-12-17,100.0,0.0,12130.28,2021-12-17,Friday,12,Dec
2021-12-17,50.0,0.0,12080.28,2021-12-17,Friday,12,Dec
2021-12-18,1100.0,0.0,10980.28,2021-12-18,Saturday,12,Dec
2021-12-18,100.0,0.0,10880.28,2021-12-18,Saturday,12,Dec
2021-12-18,0.0,1500.0,12380.28,2021-12-18,Saturday,12,Dec
2021-12-18,1200.0,0.0,11180.28,2021-12-18,Saturday,12,Dec
2021-12-18,100.0,0.0,11080.28,2021-12-18,Saturday,12,Dec
2021-12-19,0.0,2000.0,13080.28,2021-12-19,Sunday,12,Dec
2021-12-19,10000.0,0.0,3080.28,2021-12-19,Sunday,12,Dec
2021-12-20,200.0,0.0,2880.28,2021-12-20,Monday,12,Dec
2021-12-20,0.0,130290.0,133170.28,2021-12-20,Monday,12,Dec
2021-12-20,0.0,1898.8,135069.08,2021-12-20,Monday,12,Dec
2021-12-20,100000.0,0.0,35069.08,2021-12-20,Monday,12,Dec
2021-12-20,50.0,0.0,35019.08,2021-12-20,Monday,12,Dec
2021-12-20,3.75,0.0,35015.33,2021-12-20,Monday,12,Dec
2021-12-20,31000.0,0.0,4015.33,2021-12-20,Monday,12,Dec
2021-12-20,25.0,0.0,3990.33,2021-12-20,Monday,12,Dec
2021-12-20,1.87,0.0,3988.46,2021-12-20,Monday,12,Dec
2021-12-20,500.0,0.0,3488.46,2021-12-20,Monday,12,Dec
2021-12-20,200.0,0.0,3288.46,2021-12-20,Monday,12,Dec
2021-12-21,1500.0,0.0,1788.46,2021-12-21,Tuesday,12,Dec
2021-12-21,900.0,0.0,888.46,2021-12-21,Tuesday,12,Dec
2021-12-21,300.0,0.0,588.46,2021-12-21,Tuesday,12,Dec
2021-12-21,100.0,0.0,488.46,2021-12-21,Tuesday,12,Dec
2021-12-24,0.0,2200.0,2688.46,2021-12-24,Friday,12,Dec
2021-12-24,2000.0,0.0,688.46,2021-12-24,Friday,12,Dec
2021-12-24,20.0,0.0,668.46,2021-12-24,Friday,12,Dec
2021-12-24,1.5,0.0,666.96,2021-12-24,Friday,12,Dec
2021-12-24,0.0,2000.0,2666.96,2021-12-24,Friday,12,Dec
2021-12-24,0.0,20.0,2686.96,2021-12-24,Friday,12,Dec
2021-12-24,0.0,1.5,2688.46,2021-12-24,Friday,12,Dec
2021-12-24,2100.0,0.0,588.46,2021-12-24,Friday,12,Dec
2021-12-29,392.0,0.0,196.46,2021-12-29,Wednesday,12,Dec
2021-12-29,29.4,0.0,167.06,2021-12-29,Wednesday,12,Dec
2021-12-31,0.0,1000.0,1167.06,2021-12-31,Friday,12,Dec
2022-01-04,100.0,0.0,1067.06,2022-01-04,Tuesday,1,Jan
2022-01-06,1000.0,0.0,67.06,2022-01-06,Thursday,1,Jan
2022-01-07,0.0,180000.0,180067.06,2022-01-07,Friday,1,Jan
2022-01-07,43000.0,0.0,137067.06,2022-01-07,Friday,1,Jan
2022-01-07,100000.0,0.0,37067.06,2022-01-07,Friday,1,Jan
2022-01-07,50.0,0.0,37017.06,2022-01-07,Friday,1,Jan
2022-01-07,3.75,0.0,37013.31,2022-01-07,Friday,1,Jan
2022-01-07,2000.0,0.0,35013.31,2022-01-07,Friday,1,Jan
2022-01-07,1350.0,0.0,33663.31,2022-01-07,Friday,1,Jan
2022-01-07,10.0,0.0,33653.31,2022-01-07,Friday,1,Jan
2022-01-07,0.75,0.0,33652.56,2022-01-07,Friday,1,Jan
2022-01-07,500.0,0.0,33152.56,2022-01-07,Friday,1,Jan
2022-01-07,500.0,0.0,32652.56,2022-01-07,Friday,1,Jan
2022-01-08,50.0,0.0,32602.56,2022-01-08,Saturday,1,Jan
2022-01-08,17100.0,0.0,15502.56,2022-01-08,Saturday,1,Jan
2022-01-08,25.0,0.0,15477.56,2022-01-08,Saturday,1,Jan
2022-01-08,1.87,0.0,15475.69,2022-01-08,Saturday,1,Jan
2022-01-08,200.0,0.0,15275.69,2022-01-08,Saturday,1,Jan
2022-01-09,900.0,0.0,14375.69,2022-01-09,Sunday,1,Jan
2022-01-09,900.0,0.0,13475.69,2022-01-09,Sunday,1,Jan
2022-01-09,1100.0,0.0,12375.69,2022-01-09,Sunday,1,Jan
2022-01-09,10000.0,0.0,2375.69,2022-01-09,Sunday,1,Jan
2022-01-09,200.0,0.0,2175.69,2022-01-09,Sunday,1,Jan
2022-01-09,100.0,0.0,2075.69,2022-01-09,Sunday,1,Jan
